"American Enterprise Institute scholar Norman Ornstein in the Oct. 21 TV Guide on ""What TV News Doesn't Report About Congress--and Should "":","American Enterprise Institute scholar Norman Ornstein in the Oct. 21 TV Guide on ""What TV News Doesn't Report About Congress--and Should Report About Congress"":"
You sunk just about as low as NBC did in its reporting on Korean life during last year's Olympics.,You sunk just about as low as NBC did sink in its reporting on Korean life during last year's Olympics.
"Adults under age 30 like sports cars, luxury cars, convertibles and imports far more than their elders do.","Adults under age 30 like sports cars, luxury cars, convertibles and imports far more than their elders do like sports cars, luxury cars, convertibles and imports."
"She did it first, and him too.","She did it first, and he did it too."
Me!,Me wants a slice a pizza!
"Lauren can play the guitar, and Mike as well.","Lauren can play the guitar, and Mike can play the guitar as well."
"Carrie gave a set of directions to me, and Will a map.","Carrie gave a set of directions to me, and Will gave a map to me."
He isn't as well-known to clients as is Mr. Roman.,He isn't as well-known to clients as is Mr. Roman well-known to clients.
"Congress closed this loophole last year, or thought it did.","Congress closed this loophole last year, or thought it did clos this loophole last year."
John hasn't read the book but Peter has.,John hasn't read the book but Peter has read the book.
They are worth more because they pay higher interest than newly issued bonds do.,They are worth more because they pay higher interest than newly issued bonds do pay interest.
"Sit down again, and let me explain why.","Sit down again, and let me explain why he will vote for the corrupt measure."
"I stole a book, and Peter kisses from Mary.","I stole a book from Mary, and Peter stole kisses from Mary."
Mary wants to buy a book and Jenny a CD.,Mary wants to buy a book and Jenny wants to buy a CD.
"Susan works at night, and Bill too.","Susan works at night, and Bill works at night too."
"Wells Rich declined to comment on the status of the account, as did the other agencies.","Wells Rich declined to comment on the status of the account, as did the other agencies decline to comment on the status of the account."
"European multinationals do likewise; even in America, their affiliates are usually run by American managers.","European multinationals do likewise place native or native speakers in charge of subsidiaries overseas; even in America, their affiliates are usually run by American managers."
"Some ate bread, and others rice.","Some ate bread, and others ate rice."
"No, about foreign policy.","No, each candidate will talk about foreign policy."
"""I think the market had been expecting the Fed to ease sooner and a little more than it has to date,"" said Robert Johnson, vice president of global markets for Bankers Trust Co.","""I think the market had been expecting the Fed to ease sooner and the market had been expecting the Fed to ease a little more than it has to date,"" said Robert Johnson, vice president of global markets for Bankers Trust Co."
"Last year, John had an office in Leiden and Peter in Nijmegen.","Last year, John had an office in Leiden and last year Peter had an office in Nijmegen."
Connor.,Connor has not done his homework.
"To the extent they did, their concern was to ensure fiscal accountability.","To the extent they did discuss the appropriations clause, their concern was to ensure fiscal accountability."
Jill likes your story even though she hates Bill's.,Jill likes your story even though she hates Bill's story.
"But although Thurber did so gently and lightheartedly, many of Dr. Morgan's supporters have taken Thurber's memorable title ""The Male Animal"" quite literally.","But although Thurber did caricature it as ""the war between the sexes"" gently and lightheartedly, many of Dr. Morgan's supporters have taken Thurber's memorable title ""The Male Animal"" quite literally."
"Mr. Wertheimer said the Senate Ethics Committee should hire a special outside counsel to conduct an investigation, as was done in the case of former House Speaker James Wright.","Mr. Wertheimer said the Senate Ethics Committee should hire a special outside counsel to conduct an investigation, as a special outside counsel was was hired in the case of former House Speaker James Wright."
"The LME stocks decline was about as expected, but the Comex gain wasn't.","The LME stocks decline was about as expected, but the Comex gain wasn't expected."
"Lauren can play the guitar, and Mike, too.","Lauren can play the guitar, and Mike can play the guitar, too."
I want to try to begin to write a novel and Mary to begin to write a play.,I want to try to begin to write a novel and Mary wants to try to begin to write a play.
"You know what the law of averages is, don't you?","You know what the law of averages is, don't you know what the law of averages is?"
"Both banks have been battered, as have other Arizona banks, by falling real estate prices.","Both banks have been battered, as have other Arizona banks been battered, by falling real estate prices."
"Federal Reserve Chairman Alan Greenspan told Congress that the Fed can wipe out inflation without causing a recession, but he said doing so will inflict some short-term pain and will require reducing the federal deficit sharply.","Federal Reserve Chairman Alan Greenspan told Congress that the Fed can wipe out inflation without causing a recession, but he said wiping out inflation will inflict some short-term pain and it will require reducing the federal deficit sharply."
"When they did, the firm reduced those stock holdings to about 70%.","When they did add another 5% Monday, the firm reduced those stock holdings to about 70%."
"But there's a chance we might,"" said David Wilson, head of Penn Mutual's $100 million stock portfolio.","But there's a chance we might blacklist firms,"" said David Wilson, head of Penn Mutual's $100 million stock portfolio."
"Sony uses mostly red and blue, with traces of yellow--and so does Justin, on the theory that kids prefer these colors.","Sony uses mostly red and blue, with traces of yellow--and so does Justin use mostly red and blue, with traces of yellow, on the theory that kids prefer these colors."
Sviatslav is pro-communist and Derzhinsky is anti-.,Sviatslav is pro-communist and Derzhinsky is anti-communist.
She saw every animal at the zoo but he saw only some.,She saw every animal at the zoo but he saw only some animals.
"Dozens of small companies did, swiftly establishing a standard operating system.","Dozens of small companies did copy it, swiftly establishing a standard operating system."
"""We would stop index arbitrage when the market is under stress, and we have recently,"" he said, citing Oct. 13 and earlier this week.","""We would stop index arbitrage when the market is under stress, and we have recently stopped index arbitrage,"" he said, citing Oct. 13 and earlier this week."
Eve gave a CD to Al and roses to Sue.,Eve gave a CD to Al and gave roses to Sue.
"So far, they've been unable to do so.","So far, they've been unable to justify it scientifically."
"Some people like broccoli, but many don't.","Some people like broccoli, but many people don't like broccoli."
"One was Pilgrim’s Progress, about a man that left his family, it didn’t say why.","One was Pilgrim’s Progress, about a man that left his family, it didn’t say why the man left his family."
"Bob found a plumber who fixed the sink, but I’m not sure with what.","Bob found a plumber who fixed the sink, but I’m not sure with what the plumber fixed the sink."
"""He would,"" agrees the chairman.","""He would be taking grave political risks,"" agrees the chairman."
"Since production costs were guaranteed, it didn't matter that a program couldn't be sold abroad or put into syndication, as most American programs are.","Since production costs were guaranteed, it didn't matter that a program couldn't be sold abroad or put into syndication, as most American programs are sold abroad."
Susan Larry.,Susan wants to marry Larry.
"It is impossible for Connor to be nice to Jilian, or Jilian to Connor.","It is impossible for Connor to be nice to Jilian, or Jilian to be nice to Connor."
"John left, didn’t he?","John left, didn’t he he leave?"
Mr. Sim is confident that the drive to dominate certain niche markets will work at Barry Wright as it has at Applied.,Mr. Sim is confident that the drive to dominate certain niche markets will work at Barry Wright as it has worked at Applied.
"Then the whole thing will start to collapse, just as it did in the 1970s, and the ghosts and banshees will be howling through the place turning people's hair white.","Then the whole thing will start to collapse, just as it did collapse in the 1970s, and the ghosts and banshees will be howling through the place turning people's hair white."
"As the West German currency rose, so did Merkur prices.","As the West German currency rose, so did Merkur prices rise."
"But car-happy Americans panicked, and so did the U.S. and other oil-consuming governments.","But car-happy Americans panicked, and so did the U.S. panik and other oil-consuming governments panik."
This damn crossword.,I have been trying to accomplish this damn crossword.
"Mister Ed couldn’t read, could he?","Mister Ed couldn’t read, could he read?"
"He has made a cake, and she has, too.","He has made a cake, and she has made a cake, too."
"If President Bush loses at the court, it might be disappointing, as Morrison v. Olson was for the Reagan administration.","If President Bush loses at the court, it might be disappointing, as Morrison v. Olson was disappointing for the Reagan administration."
Mr. Corry might have to dismember the company more than he wants to.,Mr. Corry might have to dismember the company more than he wants to dismember the company.
"Lauren can play something, but I don’t know what.","Lauren can play something, but I don’t know what Lauren can play."
"When he came to Applied, ""I didn't have the power to execute as I do today,"" he says.","When he came to Applied, ""I didn't have the power to execute as I do execute today,"" he says."
Environmental concerns are beginning to have as much influence in oil-industry spending plans as the price of crude does.,Environmental concerns are beginning to have as much influence in oil-industry spending plans as the price of crude does have influence in oil-industry spending plans.
"Even the Soviet Union has Peter the Great to rediscover, should it choose to.","Even the Soviet Union has Peter the Great to rediscover, should it choose to rediscover Peter the Great."
"More stable industries were to build an economically viable infrastructure for the Moon movement in North America, as they had in Japan and South Korea.","More stable industries were to build an economically viable infrastructure for the Moon movement in North America, as they had built an economically viable infrastructure for the Moon movement in Japan and South Korea."
"She gave the dog a bone, and the man a flower.","She gave the dog a bone, and she gave the man a flower."
"Late Thursday, the Treasury said it needed to raise $17 billion quickly and would do so by issuing new securities this week.","Late Thursday, the Treasury said it needed to raise $17 billion quickly and would do raise $17 billion by issuing new securities this week."
"She will hive-five Daniel, but I won’t.","She will hive-five Daniel, but I won’t high five Daniel."
"While the promises of big profits ought to set off warning bells, they often don't, in part because get-rich-quick tales have become embedded in American folklore.","While the promises of big profits ought to set off warning bells, they often don't set off warning bells, in part because get-rich-quick tales have become embedded in American folklore."
"Punching away, we raised what I still think were all the right issues and landed more than one hard blow, but at the end of the affair, there was just the tiniest nagging worry that we had been aiming at the wrong target.","Punching away, we raised what I still think were all the right issues and we landed more than one hard blow, but at the end of the affair, there was just the tiniest nagging worry that we had been aiming at the wrong target."
"Paul and John were watching the news, and Mary a movie.","Paul and John were watching the news, and Mary was watching a movie."
I want her to win and him to lose.,I want her to win and I want him to lose.
"Comsat Video, which distributes pay-per-view programs to hotel rooms, plans to add Nuggets games to their offerings, as Mr. Turner did successfully with his Atlanta Hawks and Braves sports teams.","Comsat Video, which distributes pay-per-view programs to hotel rooms, plans to add Nuggets games to their offerings, as Mr. Turner did successfully add Nuggets games to his offerings with his Atlanta Hawks and Braves sports teams."
When?,When will you be back from the errand?
"It's not that we don't know how to, because we do.","It's not that we don't know how to teach our children to read, write and reckon, because we do know how to teach our children to read, write and reckon."
"John always orders wine, and Mary beer.","John always orders wine, and Mary always orders beer."
A Japanese apple called the Fuji is cropping up in orchards the way Hondas did on U.S. roads.,A Japanese apple called the Fuji is cropping up in orchards the way Hondas did crop up on U.S. roads.
Jorge thought he kissed everyone that Kevin did.,Jorge thought he kissed everyone that Kevin did kiss.
"She will high-five Daniel, but she won’t Samson.","She will high-five Daniel, but she won’t high-five Samson."
They lie - that's how.,They lie - that's how they say you're rich.
"The company had been experiencing softening margins because of increased sales of software applications, which have lower margins than do operating systems.","The company had been experiencing softening margins because of increased sales of software applications, which have lower margins than do operating systems have margins."
"Some school kids like syntax, and some don't like syntax.","Some school kids like syntax, and some school kids don't like syntax."
"""If we had, it might have scared us off,"" he says.","""If we had done any due diligence, it might have scared us off,"" he says."
"Many felt Hearst kept the paper alive as long as it did, if marginally, because of its place in family history.","Many felt Hearst kept the paper alive as long as it did keep the paper alive, if marginally, because of its place in family history."
"Chris said yesterday that he knew it, and today too.","Chris said yesterday that he knew it, and he said today that he knew it too."
To get asylum in Europe.,The refugees want to get asylum in Europe.
It's that we don't want to.,"It's that we don't want to teach our children to read, write and reckon."
"If it does, the large number of right-wing whites, who oppose any concessions to the black majority, will step up their agitation and threats to take matters into their own hands.","If it does yield on these matters, the large number of right-wing whites, who oppose any concessions to the black majority, will step up their agitation and threats to take matters into their own hands."
John loves Mary and Peter Kate.,John loves Mary and Peter loves Kate.
"How soon Wang will stage a comeback, or if it will at all, are still matters of debate.","How soon Wang will stage a comeback, or if it will at all stage a comeback, are still matters of debate."
"Jeremy’s restraining order hasn’t already expired, has it?","Jeremy’s restraining order hasn’t already expired, has it already expired?"
"Now, Ben Rogers, do you want to do things regular, or don’t you?","Now, Ben Rogers, do you want to do things regular, or don’t you want to do things regular?"
"Mr. Roderick did so by having USX redeem a series of guaranteed notes, a move that, in effect, raised the cost of a $7.19 billion Icahn bid by about $3 billion.","Mr. Roderick did adroitly dodged Mr. Icahn's first bullet by having USX redeem a series of guaranteed notes, a move that, in effect, raised the cost of a $7.19 billion Icahn bid by about $3 billion."
Pro-.,Pro-communist.
"The Bush White House is breeding non-duck ducks the same way the Nixon White House did: It hops on an issue that is unopposable--cleaner air, better treatment of the disabled, better child care.","The Bush White House is breeding non-duck ducks the same way the Nixon White House did breed non-duck ducks: It hops on an issue that is unopposable--cleaner air, better treatment of the disabled, better child care."
"That country recently bought 200,000 tons of sugar and had been expected to seek a like quantity last week but didn't.","That country recently bought 200,000 tons of sugar and had been expected to seek a like quantity last week but didn't seek a like quantity last week."
"Because he did the first two, she is going to do that last three problems.","Because he did the first two problems, she is going to do that last three problems."
"The department is advising residents to plant Sagos, if they must, in the back yard and telling nurseries to be on the lookout for anyone trying to palm one off.","The department is advising residents to plant Sagos, if they must plant Sagos, in the back yard and telling nurseries to be on the lookout for anyone trying to palm one off."
"But the Reagan administration thought otherwise, and so may the Bush administration.","But the Reagan administration thought otherwise, and so may the Bush administration think."
"Those cuts, known as a ""sequester"" in budget jargon, became permanent yesterday, although Congress could cancel or rescind them whenever it wants to.","Those cuts, known as a ""sequester"" in budget jargon, became permanent yesterday, although Congress could cancel or rescind them whenever it wants to cancel or rescind them."
Hey?—how’s that?,Hey?—how’s that they say I'm rich?
Indeed it is.,Indeed it is a problem.
"She asked the kids to stay, and the adults too.","She asked the kids to stay, and she asked the adults to stay too."
"So does Mr. Friend and his law partner, Nick Nichols.","So does Mr. Friend and his law partner, Nick Nichols get to cuff Mr. Alexander."
"The bank was in touch with other major central banks over the weekend and was preparing to make capital available to dealers if needed, as it did in the 1987 crash, according to people familiar with the bank's strategy.","The bank was in touch with other major central banks over the weekend and was preparing to make capital available to dealers if needed, as it did make capital available to dealers in the 1987 crash, according to people familiar with the bank's strategy."
"""I feel better than I ever have in my life,"" he says.","""I feel better than I ever have felt in my life,"" he says."
"Everyone that Kevin did, Jorge thought he kissed.","Everyone that Kevin did kiss, Jorge thought he kissed."
"Officials there declined to comment, as did Helmsley management.","Officials there declined to comment, as did Helmsley management decline to comment."
Tomorrow.,The circus starts tomorrow.
"It never hurt anyone, that is, unless the growth funds don't grow when you need them to.","It never hurt anyone, that is, unless the growth funds don't grow when you need them to grow."
"It may seem trivial to worry about the World Series amid the destruction to the Bay Area wrought by Tuesday's quake, but the name of this column is ""On Sports,"" so I feel obliged to do so.","It may seem trivial to worry about the World Series amid the destruction to the Bay Area wrought by Tuesday's quake, but the name of this column is ""On Sports,"" so I feel obliged to worry about the World Series."
He cleaned the apartment although he didn’t want to.,He cleaned the apartment although he didn’t want to clean the apartment.
"John's phone is purple, and Mary's is blue.","John's phone is purple, and Mary's phone is blue."
But even those numbers don't describe the situation as well as the athletes do in their own words.,But even those numbers don't describe the situation as well as the athletes do describe the situation in their own words.
"Federal Reserve Chairman Alan Greenspan was on the telephones, making it clear to officials in the U.S. and abroad that the Fed was prepared to inject massive amounts of money into the banking system, as it did in October 1987, if the action were needed to prevent a financial crisis.","Federal Reserve Chairman Alan Greenspan was on the telephones, making it clear to officials in the U.S. and abroad that the Fed was prepared to inject massive amounts of money into the banking system, as it did inject massive amounts of money into the banking system in October 1987, if the action were needed to prevent a financial crisis."
Ramada has said it hopes to propose a new restructuring plan but hasn't indicated when it will do so.,Ramada has said it hopes to propose a new restructuring plan but hasn't indicated when it will do propose a new restructuring plan.
"Wednesday's report from the purchasing agents will be watched to see if the index maintains a level below 50%, as it has for the past couple of months.","Wednesday's report from the purchasing agents will be watched to see if the index maintains a level below 50%, as it has maintained for the past couple of months."
John stole and Peter bought a bike.,John stole a bike and Peter bought a bike.
"If he brings his dog, I'll bring mine too.","If he brings his dog, I'll bring my dog too."
Why?,Why ought the pillory to be abolished?
If foreigners dump U.S. stocks and return to the safety of their home markets--as they did in October 1987--they must simultaneously also sell dollars for their own currencies.,If foreigners dump U.S. stocks and return to the safety of their home markets--as they did dump U.S. stocks and return to the safety of their home markets in October 1987--they must simultaneously also sell dollars for their own currencies.
You've either got a chair or you don't.,You've either got a chair or you don't got a chair.
"Mary has bought a car, but Carl hasn’t/has not.","Mary has bought a car, but Carl hasn’t/has not bought a car."
The first train and the second have arrived.,The first train and the second train have arrived.
"The net interest margin--the difference between the bank's cost of funds and what it receives as interest payments--improved in the quarter, as did certain areas of wholesale banking.","The net interest margin--the difference between the bank's cost of funds and what it receives as interest payments--improved in the quarter, as did certain areas of wholesale banking improve."
Encouragement is fine; compulsion is not.,Encouragement is fine; compulsion is not fine.
"""I really do,"" she says.","""I really do owe that constructor,"" she says."
I'll show you how.,"I'll show you how to be sole into slavery, en in a year buy yo' ole mammy free ag'in."
"John drank a tea, and Mary a coffee.","John drank a tea, and Mary drank a coffee."
John can.,John can go to the store.
"Yes, he did.","Yes, he did support the rights of the witnesses to take the Fifth Amendment."
"If it does, the operation would be one of the largest foreign purchases of a U.K merchant bank.","If it does bid for all of Morgan Grenfell, the operation would be one of the largest foreign purchases of a U.K merchant bank."
"Even though National Geographic offers far more readers than does a magazine like Smithsonian, ""the page costs you an arm and a leg to develop any frequency,"" says Harry Glass, New York media manager for Bozell Inc.","Even though National Geographic offers far more readers than does a magazine like Smithsonian offer readers, ""the page costs you an arm and a leg to develop any frequency,"" says Harry Glass, New York media manager for Bozell Inc."
"Sue is hungry and Peter is, too.","Sue is hungry and Peter is hungry, too."
"I want to try to begin to write a novel, and Mary to try to begin to draft.","I want to try to begin to write a novel, and Mary to try to begin to draft a play."
"I want to try to begin to write a novel, and Mary to try to write a play.","I want to try to begin to write a novel, and Mary to try to begin to write a play."
They worry that Mr. Breeden also will roll over when told to do so by the White House.,They worry that Mr. Breeden also will roll over when told to do roll over by the White House.
"Yeah, some.","Yeah, I have some good ideas."
Mr. Bush has pledged as well to respect the 14-year-old executive order barring U.S. agents from assassinating foreign leaders or helping others to do so.,Mr. Bush has pledged as well to respect the 14-year-old executive order barring U.S. agents from assassinating foreign leaders or helping others to do assassinate foreign leaders.
"To do so, Bull is planting itself firmly in the U.S., where, says Mr. Lorentz, a lot of the best people and research are.","To do survive the 1990s, Bull is planting itself firmly in the U.S., where, says Mr. Lorentz, a lot of the best people and research are."
"""If you're going to be consistent and say it is a constitutionally protected right,"" he asks, ""how are you going to say an upscale woman who can drive to the hospital or clinic in a nice car has a constitutional right and someone who is not in great shape financially does not?""","""If you're going to be consistent and say it is a constitutionally protected right,"" he asks, ""how are you going to say an upscale woman who can drive to the hospital or clinic in a nice car has a constitutional right and someone who is not in great shape financially does not have a constitutional right?"""
"Dean Steinkuhler, a spectacularly bulked-up former lineman, confesses that he used 'em, and says other Huskers did too.","Dean Steinkuhler, a spectacularly bulked-up former lineman, confesses that he used 'em, and says other Huskers did use 'em too."
"Even if baseball triggers losses at CBS--and he doesn't think it will --""I'd rather see the games on our air than on NBC and ABC,"" he says.","Even if baseball triggers losses at CBS--and he doesn't think it will trigger losses--""I'd rather see the games on our air than on NBC and ABC,"" he says."
I think that Sam bakes the best cookies and Mary that Reece the worst.,I think that Sam bakes the best cookies and Mary thinks that Reece bakes the worst cookies.
Anne arrived before three and Susi left after four o’clock yesterday.,Anne arrived before three o’clock yesterday and Susi left after four o’clock yesterday.
But most of them could have afforded to keep up their payments--they chose not to do so.,But most of them could have afforded to keep up their payments--they chose not to keep up their payments.
The banks have 28 days to file an appeal against the ruling and are expected to do so shortly.,The banks have 28 days to file an appeal against the ruling and the banks are expected to do file an appeal against the ruling shortly.
"Most dogs can smell fear, but Sparky could not.","Most dogs can smell fear, but Sparky could not smell fear."
"John can play something, but I don’t know what.","John can play something, but I don’t know what he can play."
This bill simply says that if you want to develop property on a barrier island you have to do so without taxpayer support.,This bill simply says that if you want to develop property on a barrier island you have to develop property on a barrier island without taxpayer support.
"As Mr. Noriega's political troubles grew, so did his offers of assistance to the Contras, an apparent attempt to curry more favor in Washington.","As Mr. Noriega's political troubles grew, so did his offers of assistance to the Contras grow, an apparent attempt to curry more favor in Washington."
Fred's.,Fred's house is too big
"No light there; the house all dark—which made me feel sorry and disappointed, I didn’t know why.","No light there; the house all dark—which made me feel sorry and disappointed, I didn’t know why it made me feel sorry and disappointed."
"With her keen on him, and him on her, the party should be fun.","With her keen on him, and him keen on her, the party should be fun."
"John didn’t go to the wedding, but Karen did.","John didn’t go to the wedding, but Karen did go to the wedding."
"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.","The less complicated version of playing tunes on bells, as do play tunes on bells the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners."
"The arbs may recoup some of their paper losses if the UAL deal gets patched up again, as they did in 1982 when Occidental Petroleum Co. rescued them with a $4 billion takeover of Cities Service.","The arbs may recoup some of their paper losses if the UAL deal gets patched up again, as they did recoup some of their paper losses in 1982 when Occidental Petroleum Co. rescued them with a $4 billion takeover of Cities Service."
"Barry could be drinking, but he shouldn’t be.","Barry could be drinking, but he shouldn’t be drinking."
"As they did when the Philippines was a colony of the U.S., teachers for the most part teach in English, even though it is a foreign language for most Philippine children.","As they did teach in English when the Philippines was a colony of the U.S., teachers for the most part teach in English, even though it is a foreign language for most Philippine children."
"TW notes, as many junk issuers do, that ""adjusted to eliminate non-cash charges"" TW would have run a cash surplus--in this case, of $56 million over six months.","TW notes, as many junk issuers do note, that ""adjusted to eliminate non-cash charges"" TW would have run a cash surplus--in this case, of $56 million over six months."
The government includes money spent on residential renovation; Dodge doesn't.,The government includes money spent on residential renovation; Dodge doesn't include money spent on residential renovation.
"In the long, frightening night after Tuesday's devastating earthquake, Bay Area residents searched for comfort and solace wherever they could.","In the long, frightening night after Tuesday's devastating earthquake, Bay Area residents searched for comfort and solace wherever they could searched for comfort and solace."
"He has been studying all night, and she has been, too.","He has been studying all night, and she has been studying all night, too."
"Retailers' sales increased 0.7%, as did their inventories.","Retailers' sales increased 0.7%, as did their inventories increase."
"MARKET MOVES, these managers don't.","MARKET MOVES, these managers don't move."
"I heard Mary's dog, and you heard Bill's.","I heard Mary's dog, and you heard Bill's dog."
Susan likes her big red fish with a stripe and Tom likes his too.,Susan likes her big red fish with a stripe and Tom likes his big red fish with a stripe too.
My wife wants to buy a car and my son a motorcycle.,My wife wants to buy a car and my son wants to buy a motorcycle
"Warner and Mr. Azoff declined comment, as did MCA, where Mr. Azoff had also been discussing such a venture.","Warner and Mr. Azoff declined comment, as did MCA decline comment, where Mr. Azoff had also been discussing such a venture."
"But 70% of the cable-television-equipped households that watch news do so between 6:30 p.m. and 7 p.m., the network discovered, so CNN wants in.","But 70% of the cable-television-equipped households that watch news do watch news between 6:30 p.m. and 7 p.m., the network discovered, so CNN wants in."
Fred did three onerous tasks because Susan had done two.,Fred did three onerous tasks because Susan had done two onerous tasks.
"The Morgan case thus tells us much more about the current state of sex, class, race and politics in our society than it does about the facts of Dr. Morgan's particular situation.","The Morgan case thus tells us much more about the current state of sex, class, race and politics in our society than it does tell us about the facts of Dr. Morgan's particular situation."
"NOW YOU SEE IT, now you don't.","NOW YOU SEE IT, now you don't see it."
"You understand, the University decided emphatically that it was fiends who spoke in those Voices; it would need to prove that, and it did.","You understand, the University decided emphatically that it was fiends who spoke in those Voices; it would need to prove that it was fiends who spoke in those Voices, and it did prove that it was fiends who spoke in those Voices."
"So do those who seek a ""re-energized concept of citizenship,"" a concept imposing stern obligations as well as conferring rights.","So do prefer service proposals those who seek a ""re-energized concept of citizenship,"" a concept imposing stern obligations as well as conferring rights."
"The shortcomings of delaying the reward, as Sen. Roth and Sen. Robert Packwood (R., Ore.) propose, is that it may not boost savings much and, if it does, it may widen deficits in the future.","The shortcomings of delaying the reward, as Sen. Roth and Sen. Robert Packwood (R., Ore.) propose, is that it may not boost savings much and, if it does boost savings, it may widen deficits in the future."
"Try as they might, the Communists could neither replace nor break him.","Try as they might to replace nor break him, the Communists could neither replace nor break him."
"And please, Michelle, when you sing the line in ""Makin' Whoopee,"" about another sunny, funny honeymoon, don't say ""funn-ih,"" the way Dylan would.","And please, Michelle, when you sing the line in ""Makin' Whoopee,"" about another sunny, funny honeymoon, don't say ""funn-ih,"" the way Dylan would say ""funn-ih""."
Say when.,Say when you will be back from the errand.
"If the University had actually known it was those three, it would for very consistency's sake have told how it knew it, and not stopped with the mere assertion.","If the University had actually known it was those three, it would for very consistency's sake have told how it knew it was those three, and not stopped with the mere assertion that it was those three."
She will sell sea shells and he will too.,She will sell sea shells and he will sell sea shells too.
"Bell Atlantic posted a strong earnings gain for the third quarter, as did Southern New England Telecommunications.","Bell Atlantic posted a strong earnings gain for the third quarter, as did Southern New England Telecommunications post a strong earnings gain for the third quarter."
Eve gave flowers to Al and Sue to Paul.,Eve gave flowers to Al and Sue flowers to Paul.
I visited everyone that you did.,I visited everyone that you did visit.
